annotation_set	foreground_top_k	topGO_algorithm	topGO_statistic	nodeSize	multiple_testing_correction	label	ontology	GO.ID	Term	Annotated	Significant	Expected	FoldEnrichment	p	algorithm	Members_n	MembersStr	definition
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	Stage_pos	BP	GO:1905477	positive regulation of protein localization to membrane	30	9	2.03	4.433497536945813	1.1e-4	weight01	9	N13.HOG0002643;N13.HOG0002644;N13.HOG0004432;N13.HOG0005611;N13.HOG0006522;N13.HOG0006635;N13.HOG0007699;N13.HOG0008308;N13.HOG0008418	Any process that activates or increases the frequency, rate or extent of protein localization to membrane.
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	Stage_pos	BP	GO:0007596	blood coagulation	51	12	3.46	3.468208092485549	1.1e-4	weight01	12	N13.HOG0001944;N13.HOG0002643;N13.HOG0002644;N13.HOG0003908;N13.HOG0004432;N13.HOG0005256;N13.HOG0006894;N13.HOG0007309;N13.HOG0007679;N13.HOG0008074;N13.HOG0009321;N13.HOG0010752	The sequential process in which the multiple coagulation factors of the blood interact, ultimately resulting in the formation of an insoluble fibrin clot; it may be divided into three stages: stage 1, the formation of intrinsic and extrinsic prothrombin converting principle; stage 2, the formation of thrombin; stage 3, the formation of stable fibrin polymers.
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	Stage_pos	BP	GO:0051494	negative regulation of cytoskeleton organization	64	15	4.34	3.456221198156682	1.1e-4	weight01	15	N13.HOG0000931;N13.HOG0004256;N13.HOG0005052;N13.HOG0005125;N13.HOG0005377;N13.HOG0005581;N13.HOG0005597;N13.HOG0006018;N13.HOG0006237;N13.HOG0006426;N13.HOG0006635;N13.HOG0007176;N13.HOG0008418;N13.HOG0008557;N13.HOG0008757	Any process that stops, prevents, or reduces the frequency, rate or extent of the formation, arrangement of constituent parts, or disassembly of cytoskeletal structures.
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	Stage_pos	BP	GO:0030335	positive regulation of cell migration	112	26	7.59	3.4255599472990776	1.1e-4	weight01	26	N13.HOG0000931;N13.HOG0002533;N13.HOG0002643;N13.HOG0002644;N13.HOG0002713;N13.HOG0003908;N13.HOG0004256;N13.HOG0004432;N13.HOG0004652;N13.HOG0004920;N13.HOG0005432;N13.HOG0005713;N13.HOG0006141;N13.HOG0006383;N13.HOG0006426;N13.HOG0006585;N13.HOG0006635;N13.HOG0007204;N13.HOG0007368;N13.HOG0007679;N13.HOG0007863;N13.HOG0008096;N13.HOG0008388;N13.HOG0008919;N13.HOG0009575;N13.HOG0009996	Any process that activates or increases the frequency, rate or extent of cell migration.
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	Stage_pos	BP	GO:0001764	neuron migration	59	13	4	3.25	1.1e-4	weight01	13	N13.HOG0002533;N13.HOG0004920;N13.HOG0005196;N13.HOG0005611;N13.HOG0005711;N13.HOG0006055;N13.HOG0006141;N13.HOG0007176;N13.HOG0007204;N13.HOG0007368;N13.HOG0008096;N13.HOG0008589;N13.HOG0009354	The characteristic movement of an immature neuron from germinal zones to specific positions where they will reside as they mature.
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	Stage_pos	BP	GO:0006357	regulation of transcription by RNA polymerase II	540	70	36.61	1.9120458891013385	1.1e-4	weight01	70	N13.HOG0000645;N13.HOG0000655;N13.HOG0001915;N13.HOG0001944;N13.HOG0002513;N13.HOG0002535;N13.HOG0002731;N13.HOG0002732;N13.HOG0002789;N13.HOG0003121;N13.HOG0003201;N13.HOG0003337;N13.HOG0003867;N13.HOG0003884;N13.HOG0004082;N13.HOG0004256;N13.HOG0004432;N13.HOG0004476;N13.HOG0004652;N13.HOG0004691;N13.HOG0004716;N13.HOG0004883;N13.HOG0004910;N13.HOG0004933;N13.HOG0004947;N13.HOG0004978;N13.HOG0005004;N13.HOG0005196;N13.HOG0005432;N13.HOG0005452;N13.HOG0005532;N13.HOG0005542;N13.HOG0005655;N13.HOG0005732;N13.HOG0005848;N13.HOG0005941;N13.HOG0006074;N13.HOG0006141;N13.HOG0006200;N13.HOG0006201;N13.HOG0006218;N13.HOG0006383;N13.HOG0006512;N13.HOG0006670;N13.HOG0006689;N13.HOG0006816;N13.HOG0006857;N13.HOG0006939;N13.HOG0007090;N13.HOG0007309;N13.HOG0007312;N13.HOG0007319;N13.HOG0007446;N13.HOG0007649;N13.HOG0007679;N13.HOG0007756;N13.HOG0008074;N13.HOG0008096;N13.HOG0008311;N13.HOG0008414;N13.HOG0009138;N13.HOG0009524;N13.HOG0009575;N13.HOG0009666;N13.HOG0009831;N13.HOG0010506;N13.HOG0010567;N13.HOG0010602;N13.HOG0010737;N13.HOG0011688	Any process that modulates the frequency, rate or extent of transcription mediated by RNA polymerase II.
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	Stage_pos	BP	GO:0045664	regulation of neuron differentiation	254	50	17.22	2.9036004645760745	1.3e-4	weight01	50	N13.HOG0000931;N13.HOG0001764;N13.HOG0002101;N13.HOG0002374;N13.HOG0002513;N13.HOG0002533;N13.HOG0002643;N13.HOG0002644;N13.HOG0002713;N13.HOG0003201;N13.HOG0004613;N13.HOG0004716;N13.HOG0004933;N13.HOG0005004;N13.HOG0005125;N13.HOG0005427;N13.HOG0005432;N13.HOG0005551;N13.HOG0005569;N13.HOG0005581;N13.HOG0005611;N13.HOG0005722;N13.HOG0005723;N13.HOG0006141;N13.HOG0006237;N13.HOG0006456;N13.HOG0006522;N13.HOG0006635;N13.HOG0006776;N13.HOG0006830;N13.HOG0007050;N13.HOG0007178;N13.HOG0007204;N13.HOG0007309;N13.HOG0007368;N13.HOG0007616;N13.HOG0007679;N13.HOG0007699;N13.HOG0007863;N13.HOG0008096;N13.HOG0008418;N13.HOG0008458;N13.HOG0008565;N13.HOG0009575;N13.HOG0009802;N13.HOG0009960;N13.HOG0010427;N13.HOG0010506;N13.HOG0010567;N13.HOG0010752	Any process that modulates the frequency, rate or extent of neuron differentiation.
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	Stage_pos	BP	GO:0008285	negative regulation of cell population proliferation	172	30	11.66	2.5728987993138936	1.3e-4	weight01	30	N13.HOG0002643;N13.HOG0002644;N13.HOG0002713;N13.HOG0003867;N13.HOG0003908;N13.HOG0004252;N13.HOG0004256;N13.HOG0004432;N13.HOG0004652;N13.HOG0004848;N13.HOG0004978;N13.HOG0005134;N13.HOG0005196;N13.HOG0005432;N13.HOG0005722;N13.HOG0006006;N13.HOG0006200;N13.HOG0006218;N13.HOG0006304;N13.HOG0006689;N13.HOG0006803;N13.HOG0007319;N13.HOG0007355;N13.HOG0007368;N13.HOG0007788;N13.HOG0009138;N13.HOG0009185;N13.HOG0010427;N13.HOG0010567;N13.HOG0011688	Any process that stops, prevents or reduces the rate or extent of cell proliferation.
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	Stage_pos	BP	GO:0045766	positive regulation of angiogenesis	31	9	2.1	4.285714285714286	1.4e-4	weight01	9	N13.HOG0000931;N13.HOG0001944;N13.HOG0002643;N13.HOG0002644;N13.HOG0002713;N13.HOG0006141;N13.HOG0007355;N13.HOG0007368;N13.HOG0008565	Any process that activates or increases angiogenesis.
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	Stage_pos	BP	GO:0030514	negative regulation of BMP signaling pathway	31	9	2.1	4.285714285714286	1.4e-4	weight01	9	N13.HOG0003201;N13.HOG0004933;N13.HOG0005134;N13.HOG0006141;N13.HOG0007756;N13.HOG0008557;N13.HOG0009575;N13.HOG0010602;N13.HOG0010737	Any process that stops, prevents, or reduces the frequency, rate or extent of the BMP signaling pathway.
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	Stage_pos	BP	GO:1905330	regulation of morphogenesis of an epithelium	45	11	3.05	3.6065573770491803	1.4e-4	weight01	11	N13.HOG0002051;N13.HOG0002533;N13.HOG0004652;N13.HOG0004716;N13.HOG0005196;N13.HOG0006055;N13.HOG0006141;N13.HOG0006200;N13.HOG0008458;N13.HOG0009575;N13.HOG0010602	Any process that modulates the frequency, rate or extent of morphogenesis of an epithelium.
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	Stage_pos	BP	GO:0048675	axon extension	64	13	4.34	2.9953917050691246	1.5e-4	weight01	13	N13.HOG0002513;N13.HOG0002533;N13.HOG0002643;N13.HOG0002644;N13.HOG0003908;N13.HOG0004920;N13.HOG0005457;N13.HOG0005723;N13.HOG0006141;N13.HOG0007176;N13.HOG0007863;N13.HOG0008096;N13.HOG0009354	Long distance growth of a single axon process involved in cellular development.
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	Stage_pos	BP	GO:0060070	canonical Wnt signaling pathway	101	18	6.85	2.6277372262773726	1.5e-4	weight01	18	N13.HOG0001944;N13.HOG0002533;N13.HOG0003908;N13.HOG0004256;N13.HOG0004652;N13.HOG0005196;N13.HOG0005581;N13.HOG0006006;N13.HOG0006055;N13.HOG0006200;N13.HOG0006803;N13.HOG0007312;N13.HOG0007446;N13.HOG0007788;N13.HOG0009575;N13.HOG0009960;N13.HOG0010427;N13.HOG0010567	A type of Wnt signaling pathway in which Wnt binding to its receptor on the surface of a target cell results in the by propagation of the molecular signals via beta-catenin, and end with a change in transcription of target genes. In this pathway, the activated receptor signals via downstream effectors that result in the inhibition of beta-catenin phosphorylation, thereby preventing degradation of beta-catenin. Stabilized beta-catenin can then accumulate and travel to the nucleus to trigger changes in transcription of target genes.
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	Stage_pos	BP	GO:0048859	formation of anatomical boundary	25	8	1.69	4.733727810650888	1.6e-4	weight01	8	N13.HOG0002101;N13.HOG0002731;N13.HOG0004009;N13.HOG0005452;N13.HOG0005722;N13.HOG0006585;N13.HOG0008096;N13.HOG0010737	The process in which the limits of an anatomical structure are generated. An anatomical structure is any biological entity that occupies space and is distinguished from its surroundings. Anatomical structures can be macroscopic such as a carpel, or microscopic such as an acrosome.
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	Stage_pos	BP	GO:0030032	lamellipodium assembly	25	8	1.69	4.733727810650888	1.6e-4	weight01	8	N13.HOG0002643;N13.HOG0002644;N13.HOG0005569;N13.HOG0006141;N13.HOG0006585;N13.HOG0006635;N13.HOG0007176;N13.HOG0009354	Formation of a lamellipodium, a thin sheetlike extension of the surface of a migrating cell.
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	Stage_pos	BP	GO:0008039	synaptic target recognition	25	8	1.69	4.733727810650888	1.6e-4	weight01	8	N13.HOG0001973;N13.HOG0001974;N13.HOG0005711;N13.HOG0005713;N13.HOG0005722;N13.HOG0006032;N13.HOG0006200;N13.HOG0006216	The process in which a neuronal cell in a multicellular organism interprets signals produced by potential target cells, with which it may form synapses.
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	Stage_pos	BP	GO:0001655	urogenital system development	122	20	8.27	2.418379685610641	1.6e-4	weight01	20	N13.HOG0001944;N13.HOG0002101;N13.HOG0004062;N13.HOG0004256;N13.HOG0004716;N13.HOG0004926;N13.HOG0005004;N13.HOG0005196;N13.HOG0005432;N13.HOG0005480;N13.HOG0005655;N13.HOG0005711;N13.HOG0005722;N13.HOG0006200;N13.HOG0007863;N13.HOG0008311;N13.HOG0010427;N13.HOG0010567;N13.HOG0010602;N13.HOG0010737	The process whose specific outcome is the progression of the urogenital system over time, from its formation to the mature structure.
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	Stage_pos	BP	GO:0002066	columnar/cuboidal epithelial cell development	141	22	9.56	2.301255230125523	1.6e-4	weight01	22	N13.HOG0002492;N13.HOG0002644;N13.HOG0002731;N13.HOG0003908;N13.HOG0004082;N13.HOG0004613;N13.HOG0004920;N13.HOG0004978;N13.HOG0005480;N13.HOG0005968;N13.HOG0006522;N13.HOG0006585;N13.HOG0006816;N13.HOG0007090;N13.HOG0007309;N13.HOG0007679;N13.HOG0007863;N13.HOG0008028;N13.HOG0008458;N13.HOG0008557;N13.HOG0008728;N13.HOG0010427	The process whose specific outcome is the progression of a columnar/cuboidal epithelial cell over time, from its formation to the mature structure. A columnar/cuboidal epithelial cell is a cell usually found in a two dimensional sheet with a free surface. Columnar/cuboidal epithelial cells take on the shape of a column or cube.
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	Stage_pos	BP	GO:0048645	animal organ formation	32	9	2.17	4.147465437788019	1.9e-4	weight01	9	N13.HOG0002731;N13.HOG0004009;N13.HOG0004933;N13.HOG0005004;N13.HOG0005196;N13.HOG0005452;N13.HOG0006200;N13.HOG0008096;N13.HOG0010737	The process pertaining to the initial formation of an animal organ from unspecified parts. The process begins with the specific processes that contribute to the appearance of the discrete structure, such as inductive events, and ends when the structural rudiment of the organ is recognizable, such as a condensation of mesenchymal cells into the organ rudiment. Organs are a natural part or structure in an animal or a plant, capable of performing some special action (termed its function), which is essential to the life or well-being of the whole. The heart and lungs are organs of animals, and the petal and leaf are organs of plants. In animals the organs are generally made up of several tissues, one of which usually predominates, and determines the principal function of the organ.
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	Stage_pos	BP	GO:0002761	regulation of myeloid leukocyte differentiation	26	8	1.76	4.545454545454546	2.1e-4	weight01	8	N13.HOG0002643;N13.HOG0002644;N13.HOG0004256;N13.HOG0004432;N13.HOG0004652;N13.HOG0005196;N13.HOG0006670;N13.HOG0007863	Any process that modulates the frequency, rate, or extent of myeloid leukocyte differentiation.
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	Stage_pos	BP	GO:0007427	epithelial cell migration, open tracheal system	20	7	1.36	5.147058823529411	2.2e-4	weight01	7	N13.HOG0002644;N13.HOG0003121;N13.HOG0004716;N13.HOG0005427;N13.HOG0006055;N13.HOG0007309;N13.HOG0008518	The orderly movement of epithelial cells during development of an open tracheal system. An example of this is found in Drosophila melanogaster.
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	Stage_pos	BP	GO:0002064	epithelial cell development	215	38	14.58	2.606310013717421	2.2e-4	weight01	38	N13.HOG0002101;N13.HOG0002492;N13.HOG0002643;N13.HOG0002644;N13.HOG0002731;N13.HOG0003908;N13.HOG0004062;N13.HOG0004082;N13.HOG0004256;N13.HOG0004613;N13.HOG0004920;N13.HOG0004978;N13.HOG0005038;N13.HOG0005196;N13.HOG0005256;N13.HOG0005432;N13.HOG0005480;N13.HOG0005732;N13.HOG0005968;N13.HOG0006141;N13.HOG0006254;N13.HOG0006304;N13.HOG0006522;N13.HOG0006585;N13.HOG0006672;N13.HOG0006816;N13.HOG0007090;N13.HOG0007309;N13.HOG0007679;N13.HOG0007863;N13.HOG0008028;N13.HOG0008388;N13.HOG0008458;N13.HOG0008557;N13.HOG0008728;N13.HOG0009524;N13.HOG0010427;N13.HOG0010752	The process whose specific outcome is the progression of an epithelial cell over time, from its formation to the mature structure. An epithelial cell is a cell usually found in a two-dimensional sheet with a free surface.
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	Stage_pos	BP	GO:0008064	regulation of actin polymerization or depolymerization	55	14	3.73	3.753351206434316	2.5e-4	weight01	14	N13.HOG0000931;N13.HOG0004432;N13.HOG0005038;N13.HOG0005052;N13.HOG0005377;N13.HOG0005581;N13.HOG0005711;N13.HOG0006141;N13.HOG0006237;N13.HOG0006585;N13.HOG0006635;N13.HOG0007176;N13.HOG0007368;N13.HOG0008418	Any process that modulates the frequency, rate or extent of the assembly or disassembly of actin filaments by the addition or removal of actin monomers from a filament.
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	Stage_pos	BP	GO:0030951	establishment or maintenance of microtubule cytoskeleton polarity	26	7	1.76	3.977272727272727	2.7e-4	weight01	7	N13.HOG0004256;N13.HOG0005256;N13.HOG0006018;N13.HOG0006522;N13.HOG0007788;N13.HOG0009802;N13.HOG0010427	Any cellular process that results in the specification, formation or maintenance of polarized microtubule-based cytoskeletal structures.
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	Stage_pos	BP	GO:0048665	neuron fate specification	27	8	1.83	4.371584699453551	2.9e-4	weight01	8	N13.HOG0002101;N13.HOG0002513;N13.HOG0003867;N13.HOG0004978;N13.HOG0005432;N13.HOG0005732;N13.HOG0005941;N13.HOG0006201	The process in which a cell becomes capable of differentiating autonomously into a neuron in an environment that is neutral with respect to the developmental pathway. Upon specification, the cell fate can be reversed.
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	Stage_pos	BP	GO:0045807	positive regulation of endocytosis	58	13	3.93	3.3078880407124682	2.9e-4	weight01	13	N13.HOG0002101;N13.HOG0002643;N13.HOG0002644;N13.HOG0004118;N13.HOG0004920;N13.HOG0007176;N13.HOG0007368;N13.HOG0007616;N13.HOG0008458;N13.HOG0008557;N13.HOG0008919;N13.HOG0009575;N13.HOG0009960	Any process that activates or increases the frequency, rate or extent of endocytosis.
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	Stage_pos	BP	GO:0070252	actin-mediated cell contraction	21	7	1.42	4.929577464788733	3.1e-4	weight01	7	N13.HOG0001944;N13.HOG0004668;N13.HOG0004705;N13.HOG0005256;N13.HOG0006304;N13.HOG0006672;N13.HOG0008388	The actin filament-based process in which cytoplasmic actin filaments slide past one another resulting in contraction of all or part of the cell body.
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	Stage_pos	BP	GO:1904377	positive regulation of protein localization to cell periphery	21	7	1.42	4.929577464788733	3.1e-4	weight01	7	N13.HOG0002643;N13.HOG0002644;N13.HOG0004432;N13.HOG0005611;N13.HOG0006522;N13.HOG0008308;N13.HOG0008418	NA
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	Stage_pos	BP	GO:0035332	positive regulation of hippo signaling	21	7	1.42	4.929577464788733	3.1e-4	weight01	7	N13.HOG0004613;N13.HOG0004926;N13.HOG0004978;N13.HOG0005741;N13.HOG0008557;N13.HOG0009185;N13.HOG0009479	Any process that activates or increases the frequency, rate or extent of hippo signaling.
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	Stage_pos	BP	GO:0042059	negative regulation of epidermal growth factor receptor signaling pathway	34	9	2.31	3.896103896103896	3.1e-4	weight01	9	N13.HOG0002051;N13.HOG0004580;N13.HOG0004613;N13.HOG0005180;N13.HOG0006200;N13.HOG0007368;N13.HOG0007616;N13.HOG0007679;N13.HOG0010506	Any process that stops, prevents, or reduces the frequency, rate or extent of epidermal growth factor receptor signaling pathway activity.
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	Stage_pos	BP	GO:0008347	glial cell migration	28	8	1.9	4.2105263157894735	3.8e-4	weight01	8	N13.HOG0002977;N13.HOG0004082;N13.HOG0005196;N13.HOG0005713;N13.HOG0007368;N13.HOG0007863;N13.HOG0008096;N13.HOG0008749	The orderly movement of a glial cell, non-neuronal cells that provide support and nutrition, maintain homeostasis, form myelin, and participate in signal transmission in the nervous system.
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	Stage_pos	BP	GO:0001894	tissue homeostasis	82	14	5.56	2.5179856115107917	3.8e-4	weight01	14	N13.HOG0002535;N13.HOG0002643;N13.HOG0002644;N13.HOG0003398;N13.HOG0003884;N13.HOG0004558;N13.HOG0005196;N13.HOG0006939;N13.HOG0007309;N13.HOG0007368;N13.HOG0008388;N13.HOG0008557;N13.HOG0010154;N13.HOG0010427	A homeostatic process involved in the maintenance of an internal steady state within a defined tissue of an organism, including control of cellular proliferation and death and control of metabolic function.
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	Stage_pos	BP	GO:0007476	imaginal disc-derived wing morphogenesis	140	29	9.49	3.0558482613277134	4.2e-4	weight01	29	N13.HOG0002051;N13.HOG0002513;N13.HOG0002535;N13.HOG0002644;N13.HOG0002789;N13.HOG0002799;N13.HOG0003884;N13.HOG0004082;N13.HOG0004613;N13.HOG0004716;N13.HOG0004883;N13.HOG0004933;N13.HOG0005180;N13.HOG0005196;N13.HOG0005723;N13.HOG0005732;N13.HOG0005941;N13.HOG0006055;N13.HOG0006201;N13.HOG0006670;N13.HOG0006816;N13.HOG0006857;N13.HOG0007446;N13.HOG0008258;N13.HOG0008518;N13.HOG0010506;N13.HOG0010547;N13.HOG0010602;N13.HOG0010737	The process in which the anatomical structures of the imaginal disc-derived wing are generated and organized. The wing is an appendage modified for flying.
